"WellCount","MeasuredEquipmentLeaks","MeasuredChemicalInjectionPumps","MeasuredTanks","HCProduced","WaterProduced","GasProduced","Wellheadpressure","Age","ProducingType","WellStruct","TotalPneumaticControllers","TotalChemicalInjectionPumps","Combuster","tracerflux","emissionsSum"
1,13,6,5,625.67,752.23,39.18,123,1.08,"Other Tight Reservoir Rock","Directional",35,8,"No","Yes",64.13176655
5,12,2,5,2188.69,713.77,37.18,1122,4.75,"shale gas","Horizontal",33,7,"Yes","No",63.17677152
1,1,1,8,1673.67,263.79,13.74,104,2.65,"Other Tight Reservoir Rock & Shale","Vertical",18,4,"No","Yes",62.78469467
4,3,6,12,1395.47,162.14,8.44,1516,1.71,"Other Tight Reservoir Rock","Vertical",5,9,"Yes","No",62.36032451
2,2,6,1,1062.52,488.38,25.44,894,2.34,"Other Tight Reservoir Rock","Vertical",5,9,"Yes","No",62.32735878
7,6,6,10,2550.52,717.05,37.35,1352,1.23,"shale gas","Vertical",10,8,"Yes","No",62.19996063
7,6,5,6,2520.67,292.15,15.22,280,1.25,"shale gas","Vertical",7,9,"Yes","Yes",61.66326694
1,1,3,15,1477.26,241.2,12.56,861,2.23,"Other Tight Reservoir Rock & Shale","Vertical",9,6,"Yes","No",60.42643888
1,13,4,9,2250.49,654.04,34.06,669,4.65,"Other Tight Reservoir Rock","Directional",26,6,"Yes","No",60.28960812
4,10,0,20,81,453.78,23.63,1126,3.01,"Other Tight Reservoir Rock","Horizontal",34,0,"Yes","No",60.1030287
1,0,1,0,0,0,0.07,512,9.5,"shale gas","Vertical",1,0,"No","No",58.5001362
6,6,1,0,0,889.49,46.33,1537,5.81,"shale gas","Vertical",16,1,"Yes","Yes",58.5001362
7,6,6,17,1839.49,339.36,17.68,302,4.6,"shale gas","Horizontal",26,9,"Yes","Yes",57.56139835
2,1,3,3,2528,705.35,36.74,415,5.11,"Other Tight Reservoir Rock","Vertical",7,6,"Yes","No",57.44101292
8,6,4,13,1457.62,381.29,19.86,368,3.17,"shale gas","Vertical",5,7,"Yes","No",57.10613079
2,2,6,6,1842.88,460.94,24.01,1949,6.01,"shale gas","Vertical",7,8,"Yes","Yes",55.57737598
3,2,3,18,1208.32,365.57,19.04,1439,1.09,"shale gas","Vertical",9,4,"Yes","Yes",55.20343268
4,7,5,4,2746.72,162.97,8.49,896,4.15,"Other Tight Reservoir Rock","Directional",26,7,"Yes","Yes",54.14563281
4,7,1,6,1585.19,255.12,13.29,1858,5.64,"Other Tight Reservoir Rock & Shale","Directional",22,6,"Yes","No",53.70253257
9,7,2,9,787.82,61.58,3.21,1583,3.91,"Other Tight Reservoir Rock","Directional",31,6,"Yes","Yes",52.96224665
1,0,1,0,0,0.24,0.06,512,9,"shale gas","Vertical",1,0,"No","No",52.8296692
9,1,1,0,0,499.27,26,321,5.22,"shale gas","Vertical",5,1,"Yes","No",52.8296692
1,1,1,0,0,0,0.05,512,9.9,"shale gas","Vertical",1,0,"No","No",52.5055608
2,2,1,0,0,351.54,18.31,1725,3.43,"shale gas","Vertical",7,1,"Yes","No",52.5055608
1,1,1,7,1465.42,258.83,13.48,1831,6.14,"Other Tight Reservoir Rock","Vertical",25,4,"Yes","Yes",51.41966088
1,1,1,0,0,8.39,0.67,500,5.6,"shale gas","Vertical",2,0,"No","No",51.3581112
4,3,1,0,0,326.11,16.98,572,3.65,"shale gas","Vertical",18,6,"Yes","No",51.3581112
3,0,0,0,0,0,37.25,986,0.4,"shale gas","Horizontal",6,0,"No","No",51.21806525
3,3,6,4,2655.21,742.17,38.65,1932,4.86,"shale gas","Vertical",9,6,"Yes","No",51.19027309
3,3,1,5,1704.35,482.26,25.12,805,1.34,"Other Tight Reservoir Rock & Shale","Vertical",10,4,"Yes","Yes",48.97368471
6,1,2,10,583.44,441.43,22.99,1137,3.26,"Other Tight Reservoir Rock","Vertical",5,6,"No","Yes",48.9377174
4,2,1,18,331.08,384.97,20.05,1785,1.61,"shale gas","Vertical",15,5,"Yes","No",48.93373232
7,3,3,6,1042.45,237.19,12.35,816,1.68,"Other Tight Reservoir Rock & Shale","Vertical",16,4,"No","No",48.87802464
1,0,0,0,0,18,1.43,970,0.3,"shale gas","Horizontal",2,0,"No","No",48.58067775
6,12,0,0,0,172,2.13,135,9.4,"shale gas","Horizontal",0,0,"No","Yes",47.73714
4,9,3,9,2671.95,520.13,27.09,741,4.96,"Other Tight Reservoir Rock","Directional",34,4,"Yes","Yes",47.52993223
2,1,3,6,559.67,236.46,12.32,105,1.31,"Other Tight Reservoir Rock","Vertical",11,3,"Yes","No",47.37765296
5,3,0,2,0,202,15.5,997,1.2,"shale gas","Horizontal",1,0,"No","No",47.16745
5,3,0,2,0,569.4,29.66,1812,5.8,"shale gas","Vertical",6,0,"Yes","Yes",47.16745
4,6,1,0,2249.24,869.7,45.3,1567,0.73,"Other Tight Reservoir Rock","Vertical",6,1,"Yes","No",46.6508713
1,1,0,1,0,30,1.78,928,2.1,"shale gas","Horizontal",1,0,"No","No",46.36282475
8,4,0,1,0,559.8,29.16,499,2.21,"shale gas","Vertical",12,0,"Yes","No",46.36282475
2,4,6,4,2863.16,694.05,36.15,1429,3.81,"Other Tight Reservoir Rock & Shale","Vertical",6,10,"Yes","No",46.27121015
3,9,5,15,1636.97,629.47,32.78,111,6.89,"Other Tight Reservoir Rock & Shale","Vertical",11,10,"Yes","Yes",46.05638268
3,5,0,3,155,156,0.71,82,0.6,"shale gas","Horizontal",23,0,"Yes","No",45.9456118
9,8,0,3,155,396.14,20.63,487,6.66,"shale gas","Vertical",12,0,"Yes","No",45.9456118
8,1,1,6,1095.71,472.91,24.63,1401,5.74,"shale gas","Vertical",9,3,"Yes","Yes",44.60606486
6,4,4,18,1897.42,323.64,16.86,151,6.08,"Other Tight Reservoir Rock & Shale","Vertical",13,5,"Yes","Yes",44.54766289
3,5,5,6,517.37,768.09,40,359,3.04,"shale gas","Vertical",13,9,"Yes","No",44.44644083
5,4,0,2,0,237,7.2,412,0.8,"shale gas","Horizontal",0,0,"No","Yes",44.383449
4,1,0,2,0,679.56,35.39,194,4.72,"shale gas","Horizontal",31,0,"Yes","Yes",44.383449
3,4,0,1,43.3,385,2.07,92,0.8,"shale gas","Horizontal",10,0,"Yes","Yes",44.3177856
5,3,0,1,43.3,81.06,4.22,486,5.07,"shale gas","Vertical",7,0,"Yes","Yes",44.3177856
8,6,6,4,670.19,158.6,8.26,1072,1.09,"Other Tight Reservoir Rock","Vertical",15,8,"Yes","No",44.31665607
3,0,0,0,0,1,6.05,512,2.7,"shale gas","Horizontal",2,0,"No","No",43.697093
8,2,0,0,0,440.77,22.96,1517,3.1,"shale gas","Vertical",5,1,"Yes","No",43.697093
3,3,3,7,894.32,65.06,3.39,1051,4.45,"shale gas","Vertical",8,5,"No","No",43.5662452
7,3,5,1,1133.03,752.97,39.22,1698,3.47,"Other Tight Reservoir Rock","Vertical",16,8,"Yes","Yes",43.51102767
2,3,0,1,0,147,5.75,849,2.5,"shale gas","Horizontal",1,0,"No","No",42.3814875
1,9,0,1,0,680.57,35.45,1240,2.95,"shale gas","Vertical",9,0,"Yes","Yes",42.3814875
6,8,2,16,2641.38,818.63,42.64,937,0.76,"shale gas","Vertical",12,3,"Yes","No",41.58729575
1,1,2,2,1747.69,856.76,44.62,1402,3.16,"Other Tight Reservoir Rock","Vertical",21,6,"No","No",41.37113162
5,6,1,1,508,130,13.89,522,1.5,"shale gas","Directional",16,0,"No","No",41.05250215
8,6,1,1,508,177.4,9.24,295,1.12,"shale gas","Vertical",6,0,"No","No",41.05250215
1,1,1,0,0,0.23,0.03,512,8.7,"shale gas","Directional",1,0,"No","No",40.582575
9,1,1,0,0,592.98,30.88,255,6.03,"shale gas","Vertical",8,1,"Yes","Yes",40.582575
1,2,5,0,0,195.31,10.17,1296,0.97,"shale gas","Vertical",5,4,"Yes","Yes",40.3026173
1,12,4,8,1595.85,376.13,19.59,617,0.97,"shale gas","Vertical",26,5,"No","Yes",40.22355849
1,10,5,5,1268.8,194.89,10.15,908,1.11,"shale gas","Vertical",14,9,"No","No",39.78515591
6,2,3,5,1294.31,448.52,23.36,126,4.55,"Other Tight Reservoir Rock & Shale","Vertical",17,4,"Yes","No",39.59939951
5,5,6,12,1746.48,612.3,31.89,1493,0.17,"Other Tight Reservoir Rock & Shale","Vertical",6,9,"Yes","Yes",39.57734825
3,0,0,0,0,31,2.63,159,1,"shale gas","Horizontal",7,6,"No","No",39.5399268
7,1,0,0,0,424.43,22.11,227,6.84,"shale gas","Vertical",21,0,"Yes","No",39.5399268
3,2,4,0,0,72.8,0.61,292,5,"shale gas","Horizontal",9,9,"No","No",39.4682431
1,5,4,0,0,323.11,16.83,382,3.16,"shale gas","Vertical",7,3,"Yes","Yes",39.4682431
6,6,6,2,2248.32,101.85,5.3,1412,0.28,"Other Tight Reservoir Rock & Shale","Directional",23,8,"Yes","No",39.15666689
5,7,1,8,1712.87,467.7,24.36,1357,4.96,"Other Tight Reservoir Rock","Directional",24,5,"Yes","Yes",38.93359179
3,2,2,19,565.48,455.45,23.72,1854,5.17,"shale gas","Vertical",6,3,"Yes","No",38.86219238
4,0,0,0,0,0,44.03,1014,0.4,"shale gas","Horizontal",8,0,"No","No",38.5058575
3,4,0,0,0,563.58,29.35,333,1.53,"shale gas","Horizontal",30,0,"Yes","No",38.5058575
6,9,5,3,178.07,723.51,37.68,766,4.58,"Other Tight Reservoir Rock & Shale","Directional",26,5,"Yes","No",38.31847542
6,7,2,17,1537.15,613.36,31.95,828,1.09,"shale gas","Directional",22,6,"Yes","No",37.51806317
5,2,0,4,0,145,11.77,1008,1.6,"shale gas","Horizontal",5,0,"No","No",37.1226449
4,9,0,4,0,378.92,19.74,542,1.73,"shale gas","Horizontal",23,0,"Yes","No",37.1226449
1,9,3,1,2787.69,485.46,25.28,550,0.83,"Other Tight Reservoir Rock & Shale","Directional",22,6,"Yes","Yes",36.30217817
7,6,5,19,1133.65,799.3,41.63,726,3.19,"Other Tight Reservoir Rock & Shale","Vertical",16,8,"Yes","Yes",36.15169498
3,3,5,6,1124.2,248.04,12.92,1469,2.21,"shale gas","Vertical",7,8,"Yes","Yes",35.88856068
2,9,0,1,0,48.17,10.4,1337,2.73,"shale gas","Vertical",15,0,"Yes","No",35.39208915
1,3,0,0,0,19.4,0.66,880,2,"shale gas","Horizontal",1,0,"No","No",35.09997645
1,9,0,0,0,542.16,28.24,1794,4.71,"shale gas","Horizontal",30,0,"Yes","Yes",35.09997645
3,3,6,18,1504.16,13.7,0.71,737,6.29,"Other Tight Reservoir Rock & Shale","Vertical",9,9,"Yes","No",34.71214692
3,1,1,11,2327.04,785.35,40.9,1903,3.57,"Other Tight Reservoir Rock","Vertical",8,6,"No","No",34.39458633
8,3,5,3,2284.88,839.17,43.71,959,5.84,"Other Tight Reservoir Rock & Shale","Vertical",18,7,"Yes","Yes",34.23973405
1,8,4,3,417.96,447.74,23.32,1678,2.03,"Other Tight Reservoir Rock & Shale","Directional",30,6,"Yes","Yes",33.98713159
5,7,1,17,2162.08,702.12,36.57,760,1.5,"shale gas","Horizontal",20,5,"Yes","Yes",33.93398223
7,1,0,0,1050,130,9.3,110,1.5,"shale gas","Horizontal",24,0,"Yes","No",33.8899704
3,8,0,0,1050,565.16,29.44,830,4.77,"shale gas","Horizontal",33,0,"Yes","Yes",33.8899704
3,3,4,17,1951.27,659.11,34.33,324,4.77,"Other Tight Reservoir Rock","Vertical",13,9,"No","Yes",33.86112989
9,2,6,18,2523.4,164.79,8.58,1674,2.81,"shale gas","Vertical",8,9,"Yes","Yes",33.38115303
5,2,3,16,163.25,107.97,5.62,872,4.26,"Other Tight Reservoir Rock & Shale","Vertical",5,4,"Yes","No",33.30212721
1,1,0,0,0,0,0.18,730,2.6,"shale gas","Horizontal",1,0,"No","No",32.8506486
1,5,0,0,0,201.63,10.5,1827,6.02,"shale gas","Vertical",17,0,"Yes","Yes",32.8506486
6,0,0,0,0,0,47.69,1073,0.9,"shale gas","Horizontal",12,0,"No","No",32.43119715
9,9,0,0,0,1345.47,70.08,700,1.5,"shale gas","Vertical",14,1,"Yes","No",32.43119715
1,11,6,14,1140.48,916.71,47.75,904,2.47,"Other Tight Reservoir Rock","Directional",23,7,"Yes","Yes",32.11216432
8,2,2,5,17.72,832.84,43.38,532,2.46,"Other Tight Reservoir Rock","Vertical",13,3,"Yes","No",32.09400733
6,2,4,16,561.22,762.5,39.71,666,5.68,"Other Tight Reservoir Rock & Shale","Vertical",6,6,"Yes","Yes",31.98703679
4,5,3,4,579.51,341.99,17.81,937,5.01,"Other Tight Reservoir Rock & Shale","Vertical",16,6,"Yes","Yes",31.81471535
6,4,6,10,2822.14,112.17,5.84,620,0.46,"Other Tight Reservoir Rock & Shale","Vertical",5,11,"Yes","Yes",31.78911494
1,0,1,0,0,17.7,0.09,512,10.2,"shale gas","Vertical",1,0,"No","No",31.4532471
6,6,1,0,0,748.16,38.97,340,3.19,"shale gas","Vertical",9,1,"Yes","No",31.4532471
7,6,6,7,1683.74,309.15,16.1,660,1.24,"Other Tight Reservoir Rock & Shale","Horizontal",24,9,"Yes","No",31.31842076
8,12,1,18,1217.3,707.66,36.86,600,0.29,"Other Tight Reservoir Rock & Shale","Directional",27,5,"Yes","No",31.02849888
1,0,0,0,0,0,0.89,956,0.3,"shale gas","Horizontal",2,0,"No","No",30.64644275
6,6,0,0,0,699.45,36.43,1513,6.17,"shale gas","Horizontal",32,0,"Yes","Yes",30.64644275
6,5,5,2,1895.51,415.39,21.63,530,4.39,"Other Tight Reservoir Rock","Vertical",8,6,"Yes","No",30.54330312
1,3,0,1,0,20,0.28,75,0.7,"shale gas","Horizontal",9,0,"Yes","Yes",30.17438215
1,6,0,1,0,187.33,9.76,1246,1.75,"shale gas","Vertical",10,0,"Yes","No",30.17438215
1,9,5,3,346.01,259.42,13.51,199,1.95,"Other Tight Reservoir Rock","Directional",23,8,"Yes","Yes",30.06524736
3,1,0,0,0,0,32.83,886,0.3,"shale gas","Horizontal",6,0,"No","No",30.0032084
4,8,0,0,0,272.68,14.2,1978,5.23,"shale gas","Vertical",11,0,"Yes","Yes",30.0032084
2,7,1,0,303.68,636.85,33.17,668,4.64,"Other Tight Reservoir Rock","Vertical",18,4,"Yes","Yes",29.88374901
3,7,3,2,596.04,817.12,42.56,783,1.59,"shale gas","Directional",30,6,"Yes","No",29.67469021
9,2,3,9,597.24,766.93,39.94,1481,2.46,"Other Tight Reservoir Rock","Vertical",8,6,"Yes","Yes",29.45838236
5,4,0,8,2.09,0,0.2,396,2,"Other Tight Reservoir Rock","Directional",6,6,"No","No",29.08528095
4,5,0,8,2.09,642.54,33.47,442,4.11,"Other Tight Reservoir Rock","Vertical",17,0,"Yes","Yes",29.08528095
9,3,6,16,1363.54,54.13,2.82,1748,2.25,"shale gas","Vertical",15,9,"Yes","No",29.05749776
3,6,6,19,2509.51,569.02,29.64,469,6.59,"Other Tight Reservoir Rock","Vertical",8,8,"Yes","No",27.94813896
8,9,2,12,2847.46,868.82,45.25,538,6.17,"Other Tight Reservoir Rock & Shale","Vertical",11,6,"Yes","No",27.61834587
1,0,0,0,0,0,0.83,950,0.2,"shale gas","Horizontal",4,0,"No","No",27.60562695
4,2,2,5,551.73,1021.5,4.82,343.05,4.7,"shale gas","Vertical",6,2,"Yes","No",27.396611
1,0,1,0,0,50,1.45,969,1.6,"shale gas","Horizontal",2,0,"No","No",26.95410025
1,10,1,0,0,873.2,45.48,1388,0.22,"shale gas","Vertical",8,1,"Yes","Yes",26.95410025
1,2,0,0,0,1.67,0.23,596,3.3,"shale gas","Horizontal",1,0,"No","No",26.83274715
1,1,1,0,0,10.1,0.5,472,4.4,"shale gas","Vertical",1,0,"No","No",26.78873175
3,6,1,0,0,122.06,6.36,304,2.29,"shale gas","Vertical",8,3,"Yes","No",26.78873175
5,5,1,17,410.14,842.54,21.57,1535.17,2.8,"shale gas","Vertical",9,1,"Yes","No",26.5272205
7,1,9,18,1752.22,968.67,24.44,1739.43,4.2,"shale gas","Vertical",9,9,"No","Yes",26.473777
6,4,6,19,397.25,1114.53,17.26,1228.42,4.6,"shale gas","Vertical",4,6,"Yes","No",26.3019845
5,6,4,4,1539.55,909.29,47.36,1096,0.49,"shale gas","Vertical",6,8,"Yes","No",26.00931102
10,2,1,15,1258.58,495.88,33.96,2416.98,3.1,"shale gas","Vertical",12,1,"Yes","Yes",25.9255205
7,1,4,6,1795.98,379.34,19.76,1672,0.26,"Other Tight Reservoir Rock","Vertical",14,9,"Yes","Yes",25.7940182
5,2,5,3,615.82,665.36,5.67,403.54,1.3,"shale gas","Vertical",14,5,"Yes","No",25.4858285
7,2,4,8,1076.31,461.52,5.33,379.34,1.4,"shale gas","Vertical",3,4,"Yes","No",25.4576795
1,1,0,0,1.16,2.53,0.36,512,8.4,"shale gas","Vertical",1,0,"No","No",25.056603
6,5,0,0,1.16,846.81,44.1,768,4.09,"shale gas","Vertical",20,0,"Yes","No",25.056603
7,1,4,6,2003.87,1175.46,1.21,86.12,4,"shale gas","Vertical",8,4,"Yes","No",24.536369
2,1,0,1,0,26.8,3.36,830,3,"shale gas","Horizontal",3,0,"No","No",24.52719225
2,2,6,1,909.32,461.69,28.58,2034.08,2.9,"shale gas","Vertical",3,6,"No","Yes",24.261622
5,1,4,10,2250.56,133.46,9.09,646.95,3.1,"shale gas","Vertical",10,4,"Yes","No",24.03071
2,11,1,12,2461.65,682.25,35.53,726,1.08,"Other Tight Reservoir Rock","Directional",25,3,"Yes","Yes",23.9281218
7,1,4,0,1487.42,101.14,5.27,1413,2.51,"shale gas","Vertical",9,6,"Yes","No",23.80824793
9,3,2,15,247.12,684.46,35.65,279,3.06,"shale gas","Vertical",24,4,"Yes","No",23.63076414
1,5,0,5,7.53,8.74,0.23,347,5,"Other Tight Reservoir Rock & Shale","Vertical",12,4,"Yes","Yes",23.12252415
1,1,0,5,7.53,531.36,27.68,1210,0.4,"Other Tight Reservoir Rock & Shale","Vertical",7,0,"Yes","No",23.12252415
5,3,6,12,219.67,517.33,1.92,136.65,3.5,"shale gas","Vertical",14,6,"Yes","Yes",23.1043395
6,9,2,0,178.31,83.04,4.33,757,1.51,"Other Tight Reservoir Rock","Vertical",30,5,"Yes","Yes",22.95061775
3,2,3,16,391.7,698.26,36.37,404,4.7,"shale gas","Directional",24,3,"Yes","No",22.74138592
6,3,3,11,2119.99,863.99,45,1426,4.69,"Other Tight Reservoir Rock & Shale","Vertical",7,6,"Yes","Yes",22.58679968
2,1,1,2,99.6,111,5.51,512,2.7,"shale gas","Horizontal",0,0,"No","No",22.4332317
9,13,1,2,99.6,778.86,40.57,1216,2.21,"shale gas","Vertical",10,0,"Yes","No",22.4332317
4,1,7,17,1085.16,690.2,39.2,2789.92,4.7,"shale gas","Vertical",10,7,"Yes","Yes",22.166683
2,4,1,6,199.6,747.01,38.91,191,5.43,"Other Tight Reservoir Rock","Vertical",6,4,"Yes","No",22.13164476
1,2,10,10,558.28,371.39,13.99,995.69,3.9,"shale gas","Vertical",14,10,"No","No",21.877944
1,11,3,7,1278.64,745.33,38.82,380,2.83,"Other Tight Reservoir Rock & Shale","Directional",28,4,"Yes","No",21.85462334
6,3,5,16,1716.51,627.26,32.67,455,6.27,"Other Tight Reservoir Rock & Shale","Vertical",7,10,"Yes","Yes",21.80128011
5,5,9,14,1748.41,415.1,28.88,2055.43,1.3,"shale gas","Vertical",2,9,"Yes","No",21.4037725
3,10,0,0,0,20,7.6,215,2.8,"shale gas","Horizontal",11,11,"Yes","No",21.2025462
1,10,0,0,0,216.49,11.28,1867,0.72,"shale gas","Horizontal",20,0,"Yes","Yes",21.2025462
3,1,0,0,0,143,1.73,174,8.8,"shale gas","Horizontal",0,0,"No","No",21.1118886
1,16,0,0,0,904.64,47.12,1138,2.55,"shale gas","Horizontal",34,0,"Yes","Yes",21.1118886
3,1,10,12,2012.61,830.32,12.15,864.73,4.9,"shale gas","Vertical",16,10,"Yes","Yes",20.727597
1,3,0,4,0.0743,0,0,364,2,"Other Tight Reservoir Rock","Vertical",3,1,"Yes","Yes",20.5487117
8,5,0,4,0.07,438.43,22.83,1274,3.99,"Other Tight Reservoir Rock","Vertical",15,0,"Yes","Yes",20.5487117
1,0,1,1,0,29.7,2.37,452,5.9,"shale gas","Vertical",2,0,"No","No",20.31305485
8,6,1,1,0,90.38,4.71,1586,4.86,"shale gas","Vertical",5,2,"Yes","Yes",20.31305485
4,1,0,0,0,20,12,410,0.8,"shale gas","Horizontal",12,12,"Yes","No",20.16025825
7,12,0,0,0,292.15,15.22,647,5.28,"shale gas","Vertical",14,0,"Yes","No",20.16025825
5,12,0,1,0,425.57,22.17,1038,5.27,"shale gas","Vertical",20,5,"Yes","Yes",20.1269497
16,5,0,2,1160,390,6.01,261,1.5,"shale gas","Horizontal",24,0,"Yes","No",20.0563308
5,9,0,2,1160,697.93,36.35,1851,6.09,"shale gas","Vertical",20,0,"Yes","No",20.0563308
6,5,2,6,1652.17,1285.95,16.86,1199.95,1.7,"shale gas","Vertical",10,2,"Yes","Yes",19.7736605
4,7,1,18,283.42,725.32,37.78,1480,0.76,"Other Tight Reservoir Rock","Directional",29,4,"Yes","No",19.68597631
4,1,6,2,692.6,1035.57,10.39,739.47,3.2,"shale gas","Vertical",3,4,"No","Yes",19.638575
8,2,1,7,2588.26,1475.14,38.26,2723.02,4.2,"shale gas","Vertical",10,1,"Yes","No",19.5620425
1,0,1,1,0,3.35,0.82,1014,4.2,"shale gas","Vertical",1,0,"No","No",19.5031012
7,6,1,1,0,50.03,2.61,1478,3.23,"shale gas","Vertical",8,0,"Yes","Yes",19.5031012
1,0,0,0,0,11.2,0.02,512,9.9,"shale gas","Vertical",1,0,"No","No",19.39387725
2,4,0,0,0,304.15,15.84,953,4.86,"shale gas","Vertical",8,0,"No","No",19.39387725
4,5,1,15,141.82,741.9,38.64,329,4.26,"Other Tight Reservoir Rock","Vertical",24,5,"Yes","No",19.22992022
8,8,6,13,1388.62,906.02,47.19,1956,3.18,"Other Tight Reservoir Rock","Vertical",11,7,"Yes","Yes",18.91295247
1,2,4,2,1073.49,252.24,13.14,1101,3.72,"Other Tight Reservoir Rock","Vertical",6,8,"Yes","No",18.87373587
1,1,2,20,2861.88,716.7,35.35,2515.91,1.3,"shale gas","Vertical",6,2,"No","No",18.8347555
4,2,6,16,572.37,691.04,17.24,1226.99,1.3,"shale gas","Vertical",9,6,"Yes","No",18.818998
2,5,5,7,981.78,507.05,34.36,2445.45,1.9,"shale gas","Vertical",3,5,"Yes","Yes",18.5585675
1,0,2,9,2020.88,769.33,40.07,160,0.77,"Other Tight Reservoir Rock & Shale","Directional",25,6,"Yes","Yes",18.4804191
6,1,1,16,2993.93,637.29,33.19,1649,0.03,"Other Tight Reservoir Rock & Shale","Vertical",9,5,"Yes","Yes",18.31061139
7,3,7,8,1609.39,1378.03,18.12,1289.62,4.4,"shale gas","Vertical",8,7,"Yes","Yes",18.186366
3,0,0,1,0,15,22.47,512,1.5,"shale gas","Horizontal",6,0,"No","No",18.1632495
2,3,0,1,0,755.43,39.35,886,2.27,"shale gas","Vertical",5,3,"Yes","Yes",18.1632495
9,3,0,0,0,410.18,21.36,1518,2.54,"shale gas","Vertical",25,0,"Yes","Yes",18.16002375
3,8,0,0,0,30,12,410,0.7,"shale gas","Horizontal",9,9,"Yes","No",17.896835
7,1,0,0,0,44.21,2.3,102,4.35,"shale gas","Vertical",9,0,"Yes","No",17.896835
1,5,4,16,1006.73,896,46.67,373,3.5,"Other Tight Reservoir Rock & Shale","Horizontal",25,6,"Yes","No",17.74392279
7,1,5,6,1768.31,978.89,27.52,1958.64,4.4,"shale gas","Vertical",1,5,"Yes","No",17.410085
2,1,0,3,1.63,0.84,0.03,101,2.5,"Other Tight Reservoir Rock","Vertical",6,2,"Yes","No",17.37815805
4,4,0,3,1.63,327.89,17.08,583,5.08,"Other Tight Reservoir Rock","Vertical",5,0,"Yes","Yes",17.37815805
1,4,3,8,2200.67,420.02,21.88,234,3.26,"Other Tight Reservoir Rock & Shale","Vertical",6,4,"Yes","Yes",16.95391715
1,4,0,2,7.53,8.74,0.23,326,5,"Other Tight Reservoir Rock & Shale","Vertical",12,4,"Yes","Yes",16.84291455
1,2,0,2,7.53,860.94,44.84,1376,5.01,"Other Tight Reservoir Rock & Shale","Vertical",6,0,"No","Yes",16.84291455
8,6,0,0,8.56,4.45,0.17,274,3.8,"Other Tight Reservoir Rock & Shale","Vertical",27,9,"Yes","Yes",16.826931
8,6,0,0,8.56,38.81,2.02,1430,0.31,"Other Tight Reservoir Rock & Shale","Vertical",17,0,"Yes","Yes",16.826931
4,2,0,0,0,660,8.95,600,2.5,"shale gas","Horizontal",4,4,"Yes","No",16.3652797
5,2,0,0,0,904.93,47.13,1185,6.61,"shale gas","Vertical",9,0,"Yes","Yes",16.3652797
9,5,3,11,1886.07,790.44,41.17,1521,4.28,"Other Tight Reservoir Rock","Vertical",5,8,"Yes","Yes",16.35890333
1,2,0,0,0,4,1.96,215,2,"shale gas","Horizontal",10,3,"No","No",16.34653295
8,2,0,0,0,694.32,36.16,997,0.05,"shale gas","Vertical",23,0,"Yes","No",16.34653295
5,4,6,9,1604.4,929.76,29.02,2065.39,1.8,"shale gas","Vertical",18,6,"Yes","No",16.1878695
9,9,6,17,104.72,435.7,22.69,1253,4.4,"shale gas","Horizontal",30,7,"Yes","No",16.03977029
10,4,3,18,1837.51,104.3,3.05,217.07,1.5,"shale gas","Vertical",16,3,"Yes","Yes",15.937042
6,5,0,0,0,32.3,27.4,412,0.4,"shale gas","Horizontal",0,0,"No","Yes",15.88844125
1,8,0,0,0,199.88,10.41,1423,4.17,"shale gas","Horizontal",32,0,"Yes","Yes",15.88844125
1,5,3,16,2518.12,436.35,22.73,884,2.56,"shale gas","Vertical",9,4,"Yes","Yes",15.87215889
7,1,1,8,1200.26,559.09,29.12,203,3.79,"shale gas","Vertical",12,2,"Yes","Yes",15.18999636
8,1,0,3,1.75,3.85,0.05,347,7,"Other Tight Reservoir Rock","Directional",12,4,"Yes","Yes",15.181661
4,6,0,3,1.75,902.64,47.01,1773,4.33,"Other Tight Reservoir Rock","Directional",20,0,"Yes","No",15.181661
8,8,2,15,1393.44,769.19,40.06,1640,1.79,"shale gas","Directional",27,3,"No","No",15.14490093
6,0,0,1,0,10,4.75,406,2,"shale gas","Horizontal",0,0,"No","No",14.9787792
4,8,0,1,0,747.92,38.95,1227,5.49,"shale gas","Vertical",13,0,"Yes","No",14.9787792
6,3,0,0,454,130,4.75,174,1.5,"shale gas","Horizontal",16,0,"Yes","No",14.7725578
9,9,0,0,454,358.28,18.66,232,3.97,"shale gas","Vertical",30,0,"Yes","No",14.7725578
10,4,11,20,2719.17,494.02,29.55,2103.11,3.4,"shale gas","Vertical",6,9,"Yes","Yes",14.7146615
1,1,2,16,2466.6,311.78,39.06,2779.95,1.2,"shale gas","Vertical",9,2,"Yes","No",14.4962895
1,2,5,8,1835.14,779.46,40.6,1090,3.75,"shale gas","Vertical",7,10,"Yes","No",14.16047193
5,3,5,19,838.59,364.08,25.22,1794.94,2.3,"shale gas","Vertical",10,5,"Yes","Yes",14.143184
1,0,0,1,0,0,0.1,512,8.7,"shale gas","Vertical",1,0,"No","No",13.7877564
2,5,0,1,0,396.36,20.64,496,1.65,"shale gas","Vertical",5,1,"Yes","No",13.7877564
7,9,2,17,1519.01,5,0.26,1214,0,"Other Tight Reservoir Rock","Directional",29,5,"Yes","Yes",13.61006884
1,5,4,6,2764.49,655.43,34.14,1306,1.73,"shale gas","Vertical",7,5,"Yes","No",13.47208555
5,4,7,12,572.64,179.03,6.18,439.84,2.2,"shale gas","Vertical",6,7,"Yes","No",13.4042535
